"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-10", "1138", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=5"
"Thread-10", "1139", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-10", "1140", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-10", "1141", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-10", "1142", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-11", "1143", "ReadersWritersSemaphore.java:106", "Line Step", "file=ReadersWritersSemaphore.java, line=106"
"Thread-9", "1144", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-10", "1145", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:6, value=<void>"
"Thread-11", "1146", "ReadersWritersSemaphore.java:106", "Field Read", "context=Database:1, wr"
"Thread-9", "1147", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:5, d"
"Thread-10", "1148", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-10", "1149", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-11", "1150", "ReadersWritersSemaphore.java:106", "Field Write", "context=Database:1, wr=4"
"Thread-9", "1151", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:5#run:5, target=Database:1#done_read:5"
"Thread-9", "1152", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-9", "1153", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-10", "1154", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:6, d"
"Thread-11", "1155", "ReadersWritersSemaphore.java:107", "Line Step", "file=ReadersWritersSemaphore.java, line=107"
"Thread-9", "1156", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-10", "1157", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:6#run:6, target=Database:1#read:6"
"Thread-10", "1158", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-10", "1159", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-11", "1160", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-10", "1161", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-11", "1162", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-10", "1163", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:6, result=12111"
"Thread-10", "1164", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:6, value=12111"
"Thread-11", "1165", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-10", "1166", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-10", "1167", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-11", "1168", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-11", "1169", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-11", "1170", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=6"
"Thread-11", "1171", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-11", "1172", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-11", "1173", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-10", "1174", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-12", "1175", "ReadersWritersSemaphore.java:106", "Line Step", "file=ReadersWritersSemaphore.java, line=106"
"Thread-11", "1176", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-10", "1177", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:6, d"
"Thread-12", "1178", "ReadersWritersSemaphore.java:106", "Field Read", "context=Database:1, wr"
"Thread-11", "1179", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:7, value=<void>"
"Thread-10", "1180", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:6#run:6, target=Database:1#done_read:6"
"Thread-10", "1181", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-10", "1182", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-12", "1183", "ReadersWritersSemaphore.java:106", "Field Write", "context=Database:1, wr=3"
"Thread-11", "1184", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-11", "1185", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-10", "1186", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-12", "1187", "ReadersWritersSemaphore.java:107", "Line Step", "file=ReadersWritersSemaphore.java, line=107"
"Thread-11", "1188", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:7, d"
"Thread-12", "1189", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-11", "1190", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:7#run:7, target=Database:1#read:7"
"Thread-11", "1191", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-11", "1192", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-12", "1193", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-11", "1194", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-12", "1195", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-11", "1196", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:7, result=12111"
"Thread-11", "1197", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:7, value=12111"
"Thread-12", "1198", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-11", "1199", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-11", "1200", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-12", "1201", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-12", "1202", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=7"
"Thread-12", "1203", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-12", "1204", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-11", "1205", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-12", "1206", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-11", "1207", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:7, d"
"Thread-13", "1208", "ReadersWritersSemaphore.java:106", "Line Step", "file=ReadersWritersSemaphore.java, line=106"
"Thread-12", "1209", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-11", "1210", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:7#run:7, target=Database:1#done_read:7"
"Thread-11", "1211", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-11", "1212", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-13", "1213", "ReadersWritersSemaphore.java:106", "Field Read", "context=Database:1, wr"
"Thread-12", "1214", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:8, value=<void>"
"Thread-11", "1215", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-13", "1216", "ReadersWritersSemaphore.java:106", "Field Write", "context=Database:1, wr=2"
"Thread-12", "1217", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-12", "1218", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-13", "1219", "ReadersWritersSemaphore.java:107", "Line Step", "file=ReadersWritersSemaphore.java, line=107"
"Thread-12", "1220", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:8, d"
"Thread-13", "1221", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-12", "1222", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:8#run:8, target=Database:1#read:8"
"Thread-12", "1223", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-12", "1224", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-13", "1225", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-12", "1226", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-13", "1227", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-12", "1228", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:8, result=12111"
"Thread-12", "1229", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:8, value=12111"
"Thread-13", "1230", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-12", "1231", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-12", "1232", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-13", "1233", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-13", "1234", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=8"
"Thread-13", "1235", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-13", "1236", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-13", "1237", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-13", "1238", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-14", "1239", "ReadersWritersSemaphore.java:106", "Line Step", "file=ReadersWritersSemaphore.java, line=106"
"Thread-13", "1240", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:9, value=<void>"
"Thread-12", "1241", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-14", "1242", "ReadersWritersSemaphore.java:106", "Field Read", "context=Database:1, wr"
"Thread-13", "1243", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-13", "1244", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-12", "1245", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:8, d"
"Thread-14", "1246", "ReadersWritersSemaphore.java:106", "Field Write", "context=Database:1, wr=1"
"Thread-13", "1247", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:9, d"
"Thread-12", "1248", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:8#run:8, target=Database:1#done_read:8"
"Thread-12", "1249", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-12", "1250", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-14", "1251", "ReadersWritersSemaphore.java:107", "Line Step", "file=ReadersWritersSemaphore.java, line=107"
"Thread-13", "1252", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:9#run:9, target=Database:1#read:9"
"Thread-13", "1253", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-13", "1254", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-12", "1255", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-14", "1256", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-13", "1257", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-14", "1258", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-13", "1259", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:9, result=12111"
"Thread-13", "1260", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:9, value=12111"
"Thread-14", "1261", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-13", "1262", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-13", "1263", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-14", "1264", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-14", "1265", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-14", "1266", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=9"
"Thread-14", "1267", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-14", "1268", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-13", "1269", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-14", "1270", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-5", "1271", "ReadersWritersSemaphore.java:106", "Line Step", "file=ReadersWritersSemaphore.java, line=106"
"Thread-13", "1272", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:9, d"
"Thread-14", "1273", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-1", "1274", "ReadersWritersSemaphore.java:78", "Line Step", "file=ReadersWritersSemaphore.java, line=78"
"Thread-5", "1275", "ReadersWritersSemaphore.java:106", "Field Read", "context=Database:1, wr"
"Thread-13", "1276", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:9#run:9, target=Database:1#done_read:9"
"Thread-13", "1277", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-13", "1278", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-14", "1279", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:10, value=<void>"
"Thread-1", "1280", "ReadersWritersSemaphore.java:78", "Field Read", "context=Writer:2, d"
"Thread-5", "1281", "ReadersWritersSemaphore.java:106", "Field Write", "context=Database:1, wr=0"
"Thread-13", "1282", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-14", "1283", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-14", "1284", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-1", "1285", "ReadersWritersSemaphore.java:78", "Method Call", "caller=Writer:2#run:2, target=Database:1#request_write:11"
"Thread-1", "1286", "ReadersWritersSemaphore.java:134", "Method Entered", ""
"Thread-1", "1287", "ReadersWritersSemaphore.java:136", "Line Step", "file=ReadersWritersSemaphore.java, line=136"
"Thread-5", "1288", "ReadersWritersSemaphore.java:107", "Line Step", "file=ReadersWritersSemaphore.java, line=107"
"Thread-14", "1289", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:10, d"
"Thread-1", "1290", "ReadersWritersSemaphore.java:136", "Field Read", "context=Database:1, s1"
"Thread-5", "1291", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-14", "1292", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:10#run:10, target=Database:1#read:10"
"Thread-14", "1293", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-14", "1294", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-5", "1295", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-14", "1296", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-5", "1297", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-14", "1298", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:10, result=12111"
"Thread-14", "1299", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:10, value=12111"
"Thread-5", "1300", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-14", "1301", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-14", "1302", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-5", "1303", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-5", "1304", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=10"
"Thread-5", "1305", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-5", "1306", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-5", "1307", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-14", "1308", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-4", "1309", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-5", "1310", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-14", "1311", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:10, d"
"Thread-4", "1312", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-5", "1313", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:11, value=<void>"
"Thread-14", "1314", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:10#run:10, target=Database:1#done_read:10"
"Thread-14", "1315", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-14", "1316", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-4", "1317", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-5", "1318", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-5", "1319", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-14", "1320", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-4", "1321", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-5", "1322", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:1, d"
"Thread-4", "1323", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=1"
"Thread-5", "1324", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:1#run:1, target=Database:1#read:11"
"Thread-5", "1325", "ReadersWritersSemaphore.java:172", "Method Entered", ""
"Thread-5", "1326", "ReadersWritersSemaphore.java:173", "Line Step", "file=ReadersWritersSemaphore.java, line=173"
"Thread-4", "1327", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-5", "1328", "ReadersWritersSemaphore.java:173", "Field Read", "context=Database:1, data"
"Thread-4", "1329", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-5", "1330", "ReadersWritersSemaphore.java:173", "Variable Write", "context=Database:1#read:11, result=12111"
"Thread-5", "1331", "ReadersWritersSemaphore.java:173", "Method Exit", "returner=Database:1#read:11, value=12111"
"Thread-4", "1332", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-5", "1333", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-5", "1334", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-6", "1335", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-4", "1336", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-6", "1337", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, r"
"Thread-6", "1338", "ReadersWritersSemaphore.java:120", "Field Write", "context=Database:1, r=9"
"Thread-6", "1339", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-6", "1340", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, s2_w"
"Thread-6", "1341", "ReadersWritersSemaphore.java:121", "Variable Write", "context=Database:1#done_read:2, w_w=1"
"Thread-6", "1342", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-5", "1343", "ReadersWritersSemaphore.java:59", "Line Step", "file=ReadersWritersSemaphore.java, line=59"
"Thread-6", "1344", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-5", "1345", "ReadersWritersSemaphore.java:59", "Field Read", "context=Reader:1, d"
"Thread-6", "1346", "ReadersWritersSemaphore.java:123", "Field Read", "context=Database:1, s2_w"
"Thread-5", "1347", "ReadersWritersSemaphore.java:59", "Method Call", "caller=Reader:1#run:1, target=Database:1#done_read:11"
"Thread-5", "1348", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-5", "1349", "ReadersWritersSemaphore.java:119", "Line Step", "file=ReadersWritersSemaphore.java, line=119"
"Thread-6", "1350", "ReadersWritersSemaphore.java:124", "Line Step", "file=ReadersWritersSemaphore.java, line=124"
"Thread-4", "1351", "ReadersWritersSemaphore.java:142", "Line Step", "file=ReadersWritersSemaphore.java, line=142"
"Thread-5", "1352", "ReadersWritersSemaphore.java:119", "Field Read", "context=Database:1, s1"
"Thread-6", "1353", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-4", "1354", "ReadersWritersSemaphore.java:142", "Field Read", "context=Database:1, s1"
"Thread-6", "1355", "ReadersWritersSemaphore.java:128", "Field Read", "context=Database:1, s1"
"Thread-6", "1356", "ReadersWritersSemaphore.java:129", "Line Step", "file=ReadersWritersSemaphore.java, line=129"
"Thread-0", "1357", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-6", "1358", "ReadersWritersSemaphore.java:132", "Line Step", "file=ReadersWritersSemaphore.java, line=132"
"Thread-0", "1359", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-6", "1360", "ReadersWritersSemaphore.java:132", "Variable Delete", "method=Database:1#done_read:2 <name=w_w,type=int (id=7),value=<?>,index=0>"
"Thread-6", "1361", "ReadersWritersSemaphore.java:132", "Method Exit", "returner=Database:1#done_read:2, value=<void>"
"Thread-0", "1362", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-6", "1363", "ReadersWritersSemaphore.java:59", "Method Returned", ""
"Thread-6", "1364", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-0", "1365", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-6", "1366", "ReadersWritersSemaphore.java:56", "Variable Write", "context=Reader:2#run:2, i=1"
"Thread-6", "1367", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-0", "1368", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=2"
"Thread-6", "1369", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:2, d"
"Thread-0", "1370", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-6", "1371", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:2#run:2, target=Database:1#request_read:12"
"Thread-6", "1372", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-6", "1373", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-0", "1374", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-6", "1375", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-0", "1376", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-0", "1377", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-3", "1378", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-3", "1379", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-3", "1380", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-3", "1381", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-3", "1382", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=3"
"Thread-3", "1383", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-3", "1384", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-3", "1385", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-2", "1386", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-3", "1387", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1388", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-2", "1389", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-2", "1390", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-2", "1391", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=4"
"Thread-2", "1392", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-2", "1393", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-2", "1394", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-7", "1395", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-2", "1396", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1397", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, r"
"Thread-7", "1398", "ReadersWritersSemaphore.java:120", "Field Write", "context=Database:1, r=8"
"Thread-7", "1399", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-7", "1400", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, s2_w"
"Thread-7", "1401", "ReadersWritersSemaphore.java:121", "Variable Write", "context=Database:1#done_read:3, w_w=3"
"Thread-7", "1402", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-7", "1403", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-7", "1404", "ReadersWritersSemaphore.java:123", "Field Read", "context=Database:1, s2_w"
